date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/14/2021,kevinlegend,TRUE,,,TRUE,TRUE,
4/14/2021,Deity,TRUE,TRUE,,,TRUE,
4/14/2021,Matrix,TRUE,,,TRUE,,
4/14/2021,salathyne,TRUE,,,TRUE,TRUE,
4/14/2021,North Star,TRUE,,,TRUE,TRUE,
4/14/2021,Rich,,,,TRUE,TRUE,
4/14/2021,Ivory,,,,,,
4/14/2021,Connwaer,TRUE,,,TRUE,TRUE,
4/14/2021,Cesar,,,,,,
4/14/2021,Rokugan,TRUE,,TRUE,TRUE,,
4/14/2021,Kalem,,,,,,
4/14/2021,Timelaps,TRUE,,,TRUE,TRUE,
4/14/2021,L84RCALL,TRUE,,TRUE,TRUE,,
4/14/2021,Chrysa,,,,,,
4/14/2021,Robert1307,,TRUE,,,,evening raid
4/14/2021,sxmcs,,,,,,
4/14/2021,Zalyx,TRUE,,,TRUE,TRUE,
4/14/2021,Gandolf,,TRUE,,,,afternoon raid
4/14/2021,VSarig2002,,TRUE,TRUE,,,"afternoon raid, summons"
4/14/2021,crazydwerg,,,TRUE,,,
4/14/2021,ZenReaper,,,,,,
4/14/2021,SwordLogic,TRUE,,TRUE,TRUE,,
4/14/2021,Dragaton9,TRUE,,TRUE,TRUE,,
4/14/2021,da hoff,TRUE,,TRUE,,,
4/14/2021,Kaen,TRUE,,,,TRUE,
4/14/2021,Azule,TRUE,TRUE,,TRUE,TRUE,summons
4/14/2021,Ye Xiu,TRUE,,,,,
4/14/2021,Ric,TRUE,TRUE,,TRUE,,summons
4/14/2021,Cloud,TRUE,,,,,
4/14/2021,Cloud,,,,,,
4/14/2021,zebar,,,TRUE,,,
4/14/2021,Cat,TRUE,,,TRUE,,
4/14/2021,Ceadus,TRUE,,,TRUE,,
4/14/2021,Aria,,,,,,
4/14/2021,Tkm,TRUE,,TRUE,,,
4/14/2021,Gabriel,,TRUE,TRUE,,,summons
4/14/2021,Theodin,,TRUE,,,,afternoon raid
4/14/2021,Dorn,TRUE,,,TRUE,,
4/14/2021,Logan,TRUE,,,,,
4/14/2021,Euphoria,,,,,,
4/14/2021,Yea5h2,,,TRUE,,,
4/14/2021,Josh,,,TRUE,,,
4/14/2021,Josiah,,TRUE,TRUE,,,summons
4/14/2021,Doug,TRUE,TRUE,,,TRUE,summons
4/14/2021,Satanael,TRUE,,,TRUE,,
4/14/2021,SHLIB,TRUE,,,,,
4/14/2021,J,,,TRUE,,,
4/14/2021,Medix,,,,,,new
4/14/2021,Xerox,,,,,,new
