date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
6/5/2021,kevinlegend,TRUE,,,TRUE,,
6/5/2021,Deity,TRUE,,,TRUE,TRUE,
6/5/2021,Matrix,TRUE,,TRUE,TRUE,,
6/5/2021,salathyne,TRUE,,,TRUE,,
6/5/2021,North Star,TRUE,,TRUE,,,
6/5/2021,Rich,,,,,,
6/5/2021,Ivory,,,TRUE,,,
6/5/2021,Connwaer,TRUE,,TRUE,TRUE,,
6/5/2021,Rokugan,,,,,,
6/5/2021,Timelaps,,,,TRUE,,
6/5/2021,L84RCALL,TRUE,,,TRUE,TRUE,
6/5/2021,Chrysa,TRUE,,,TRUE,,
6/5/2021,Robert1307,,,,,,
6/5/2021,Zalyx,TRUE,,,TRUE,,
6/5/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon and evening raids
6/5/2021,crazydwerg,,,TRUE,,,
6/5/2021,ZenReaper,,,TRUE,,,
6/5/2021,SwordLogic,TRUE,,,,,
6/5/2021,Dragaton9,TRUE,,,TRUE,,
6/5/2021,da hoff,TRUE,,,,,
6/5/2021,Kaen,TRUE,,,TRUE,,
6/5/2021,Azule,,,,,,
6/5/2021,Ye Xiu,TRUE,,,TRUE,,
6/5/2021,Ric,,,,TRUE,,
6/5/2021,Cloud,TRUE,,TRUE,TRUE,,
6/5/2021,zebar,,,,,,
6/5/2021,Cat,,,TRUE,,,
6/5/2021,Ceadus,TRUE,,,TRUE,,
6/5/2021,Aria,TRUE,,TRUE,TRUE,,
6/5/2021,Tkm,TRUE,,TRUE,,,
6/5/2021,Gabriel,TRUE,,,TRUE,TRUE,
6/5/2021,Theodin,TRUE,TRUE,,TRUE,TRUE,evening raid
6/5/2021,Dorn,TRUE,,,TRUE,,
6/5/2021,Josh,,,,,,
6/5/2021,Doug,TRUE,,,TRUE,,
6/5/2021,Satanael,,,TRUE,,,
6/5/2021,Manchurian,TRUE,,TRUE,TRUE,,
6/5/2021,Andrés,,,,,,
6/5/2021,Dead,TRUE,,,TRUE,TRUE,
6/5/2021,bumbm92,TRUE,,,TRUE,,
6/5/2021,Livedlime,TRUE,TRUE,,TRUE,,evening raid
6/5/2021,Elliot,,,,,,
6/5/2021,Ovi,,,,,,
6/5/2021,Medix,,,,,,
6/5/2021,Dionzzz,TRUE,,TRUE,TRUE,,
6/5/2021,Luna,,,,,,
6/5/2021,VanHoukk,,,,,,
6/5/2021,mcpooper,,,TRUE,,,
6/5/2021,LttheSHD,,,TRUE,,,
