date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/11/2021,kevinlegend,TRUE,,,TRUE,,
4/11/2021,Deity,TRUE,,,TRUE,,
4/11/2021,Matrix,TRUE,,,TRUE,,
4/11/2021,salathyne,TRUE,,,TRUE,,
4/11/2021,North Star,TRUE,,TRUE,TRUE,TRUE,placed O for sport :)
4/11/2021,Rich,TRUE,,,TRUE,TRUE,placed O for sport :)
4/11/2021,Ivory,TRUE,,TRUE,TRUE,,
4/11/2021,Connwaer,TRUE,,,TRUE,,
4/11/2021,Cesar,,,,,,
4/11/2021,Rokugan,TRUE,,TRUE,,,
4/11/2021,Kalem,,,,,,
4/11/2021,Timelaps,TRUE,,,TRUE,TRUE,
4/11/2021,Revanent,TRUE,,,,,
4/11/2021,L84RCALL,,,TRUE,,,
4/11/2021,Chrysa,,,,,,
4/11/2021,Robert1307,TRUE,,,,,claimed right at end of war
4/11/2021,sxmcs,,,,TRUE,TRUE,
4/11/2021,Zalyx,TRUE,,,,,
4/11/2021,Gandolf,,,,,,
4/11/2021,VSarig2002,,,,,,
4/11/2021,crazydwerg,,,TRUE,,,
4/11/2021,ZenReaper,,,,,,
4/11/2021,SwordLogic,TRUE,,TRUE,TRUE,,
4/11/2021,Dragaton9,TRUE,,,TRUE,,
4/11/2021,da hoff,TRUE,TRUE,TRUE,,,
4/11/2021,Kaen,TRUE,,,TRUE,,
4/11/2021,Azule,,,,,,
4/11/2021,Ye Xiu,,,,,,
4/11/2021,Ric,TRUE,,,TRUE,,
4/11/2021,Cloud,TRUE,,,TRUE,,
4/11/2021,Cloud,TRUE,,,TRUE,,
4/11/2021,zebar,,,TRUE,,,
4/11/2021,Cat,,,,,,
4/11/2021,Ceadus,TRUE,,TRUE,TRUE,,
4/11/2021,Aria,TRUE,,,TRUE,,
4/11/2021,Tkm,TRUE,,,TRUE,TRUE,
4/11/2021,Gabriel,TRUE,,TRUE,TRUE,,
4/11/2021,Theodin,,,TRUE,,,
4/11/2021,Dorn,TRUE,,,TRUE,,
4/11/2021,Logan,TRUE,,TRUE,TRUE,,
4/11/2021,Euphoria,,,,,,
4/11/2021,Yea5h2,,,TRUE,,,
4/11/2021,Josh,TRUE,,,TRUE,,
4/11/2021,Josiah,TRUE,,,TRUE,,
4/11/2021,Shadow,TRUE,,TRUE,TRUE,,
4/11/2021,Satanael,,,,TRUE,TRUE,
4/11/2021,SHLIB,,,,,,
