date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
5/7/2021,kevinlegend,TRUE,,,,TRUE,
5/7/2021,Deity,TRUE,,,,TRUE,
5/7/2021,Matrix,TRUE,,,,TRUE,
5/7/2021,salathyne,TRUE,,,,TRUE,
5/7/2021,North Star,TRUE,,,,TRUE,
5/7/2021,Rich,TRUE,,,,TRUE,
5/7/2021,Ivory,TRUE,,TRUE,,TRUE,
5/7/2021,Connwaer,TRUE,,,,TRUE,
5/7/2021,Rokugan,TRUE,,,,TRUE,
5/7/2021,Timelaps,TRUE,,,,TRUE,
5/7/2021,L84RCALL,,,,,TRUE,
5/7/2021,Chrysa,TRUE,TRUE,,,TRUE,afternoon and evening raids
5/7/2021,Robert1307,,TRUE,,,,afternoon raid
5/7/2021,sxmcs,TRUE,,,,TRUE,
5/7/2021,Zalyx,TRUE,,,,TRUE,
5/7/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon and evening raids
5/7/2021,crazydwerg,,,,,,
5/7/2021,ZenReaper,,,TRUE,,,
5/7/2021,SwordLogic,TRUE,,,,TRUE,placed a lot of units at once
5/7/2021,Dragaton9,TRUE,,,,TRUE,
5/7/2021,da hoff,,,TRUE,,,
5/7/2021,Kaen,TRUE,,,,,
5/7/2021,Azule,TRUE,,,,TRUE,oops!
5/7/2021,Ye Xiu,TRUE,,TRUE,,,
5/7/2021,Ric,TRUE,,,,TRUE,
5/7/2021,Cloud,TRUE,TRUE,,,TRUE,summon
5/7/2021,Cloud,TRUE,,,,,
5/7/2021,zebar,,,TRUE,,,
5/7/2021,Cat,TRUE,,,,TRUE,
5/7/2021,Ceadus,TRUE,,,,TRUE,
5/7/2021,Aria,TRUE,,,,TRUE,
5/7/2021,Tkm,,,,,,
5/7/2021,Gabriel,,,,,,
5/7/2021,Theodin,,,TRUE,,,
5/7/2021,Dorn,,,TRUE,,,
5/7/2021,Yea5h2,TRUE,,TRUE,,,
5/7/2021,Josh,,,,,,
5/7/2021,Doug,TRUE,,,TRUE,TRUE,placed fodder in Ostra
5/7/2021,Satanael,TRUE,,,,TRUE,
5/7/2021,Medix,,,,,,
5/7/2021,Kira,,,TRUE,,,
5/7/2021,john,,TRUE,,,,evening raid
5/7/2021,Manchurian,,,,,,
5/7/2021,Suprize,,,,,,
5/7/2021,Arturo,,,,,,
5/7/2021,Andrés,TRUE,,,,,
5/7/2021,Dead,TRUE,,,TRUE,TRUE,placed fodder in Ostra
5/7/2021,bumbm92,TRUE,,TRUE,,,
5/7/2021,Livedlime,TRUE,TRUE,,,TRUE,evening raid
