date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/23/2021,kevinlegend,TRUE,,,,,
4/23/2021,Deity,TRUE,,,TRUE,,
4/23/2021,Matrix,TRUE,,,TRUE,,
4/23/2021,salathyne,TRUE,,,TRUE,,
4/23/2021,North Star,TRUE,,,TRUE,,
4/23/2021,Rich,TRUE,,,,,
4/23/2021,Ivory,TRUE,TRUE,TRUE,TRUE,,
4/23/2021,Connwaer,,,TRUE,,,
4/23/2021,Rokugan,TRUE,,,TRUE,,
4/23/2021,Timelaps,TRUE,TRUE,,TRUE,,evening raid
4/23/2021,L84RCALL,,,TRUE,,,
4/23/2021,Chrysa,TRUE,,,,,
4/23/2021,Robert1307,,TRUE,,,,afternoon raid
4/23/2021,sxmcs,TRUE,,,TRUE,,
4/23/2021,Zalyx,TRUE,TRUE,,TRUE,,summons
4/23/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon and evening raids
4/23/2021,crazydwerg,,,TRUE,,,
4/23/2021,ZenReaper,,,,,,
4/23/2021,SwordLogic,TRUE,,TRUE,,,
4/23/2021,Dragaton9,,,,TRUE,,
4/23/2021,da hoff,TRUE,,TRUE,,,
4/23/2021,Kaen,,TRUE,TRUE,,,summons
4/23/2021,Azule,TRUE,TRUE,,TRUE,,summons
4/23/2021,Ye Xiu,,,TRUE,,,
4/23/2021,Ric,TRUE,,,TRUE,,
4/23/2021,Cloud,TRUE,,TRUE,,,
4/23/2021,Cloud,TRUE,,,TRUE,,
4/23/2021,zebar,,,,,,
4/23/2021,Cat,TRUE,,TRUE,,,
4/23/2021,Ceadus,TRUE,,,,,
4/23/2021,Aria,TRUE,,,TRUE,,
4/23/2021,Tkm,TRUE,,,TRUE,,
4/23/2021,Gabriel,,,,,,
4/23/2021,Theodin,,,TRUE,,,
4/23/2021,Dorn,,,TRUE,,,
4/23/2021,Yea5h2,,TRUE,TRUE,,,summons
4/23/2021,Josh,,,,,,
4/23/2021,Josiah,,,,,,
4/23/2021,Doug,TRUE,,TRUE,,,
4/23/2021,Satanael,,,,,,
4/23/2021,Medix,,,,,,
4/23/2021,Xerox,,,,,,
4/23/2021,Kira,,,,,,
4/23/2021,Leaflion,,,,,,
4/23/2021,AltF4Ninja,,,,,,
4/23/2021,goodwarrior,,,,,,
