date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/22/2021,kevinlegend,TRUE,TRUE,,,TRUE,evening raid
4/22/2021,Deity,TRUE,TRUE,,,TRUE,afternoon raid
4/22/2021,Matrix,TRUE,,,,TRUE,
4/22/2021,salathyne,TRUE,,,,TRUE,
4/22/2021,North Star,TRUE,,,,TRUE,
4/22/2021,Rich,TRUE,,,,TRUE,
4/22/2021,Ivory,,,TRUE,,,
4/22/2021,Connwaer,TRUE,,,,TRUE,
4/22/2021,Rokugan,TRUE,,,TRUE,,
4/22/2021,Timelaps,TRUE,,,TRUE,TRUE,
4/22/2021,L84RCALL,,,TRUE,,,
4/22/2021,Chrysa,TRUE,,,,TRUE,the return! :D
4/22/2021,Robert1307,,,,,,
4/22/2021,sxmcs,TRUE,,,TRUE,TRUE,
4/22/2021,Zalyx,TRUE,,,,TRUE,
4/22/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon and evening raids
4/22/2021,crazydwerg,,,TRUE,,,
4/22/2021,ZenReaper,,,TRUE,,,Only placed 3 platoons
4/22/2021,SwordLogic,TRUE,,TRUE,,TRUE,
4/22/2021,Dragaton9,TRUE,,,TRUE,TRUE,
4/22/2021,da hoff,,,,,,
4/22/2021,Kaen,,,,,TRUE,
4/22/2021,Azule,TRUE,,TRUE,,TRUE,
4/22/2021,Ye Xiu,,,TRUE,,,
4/22/2021,Ric,TRUE,,,,TRUE,
4/22/2021,Cloud,TRUE,,,,TRUE,
4/22/2021,Cloud,,,,,,
4/22/2021,zebar,TRUE,,TRUE,,,
4/22/2021,Cat,TRUE,,TRUE,,,
4/22/2021,Ceadus,TRUE,,,,,
4/22/2021,Aria,TRUE,,,,TRUE,
4/22/2021,Tkm,TRUE,,,,,
4/22/2021,Gabriel,,,TRUE,,,
4/22/2021,Theodin,,,TRUE,,,
4/22/2021,Dorn,TRUE,,,,TRUE,
4/22/2021,Euphoria,,,,,,
4/22/2021,Yea5h2,,,,,,
4/22/2021,Josh,,,,,,
4/22/2021,Josiah,,,,,,
4/22/2021,Doug,,,,TRUE,TRUE,took and defended Domienne from Fuego
4/22/2021,Satanael,,,,,,
4/22/2021,Medix,,,,,,
4/22/2021,Xerox,,,,,,
4/22/2021,Kira,,,TRUE,,,
4/22/2021,Leaflion,,,,,,
4/22/2021,AltF4Ninja,,,,,,
