date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/26/2021,kevinlegend,TRUE,,,,TRUE,
4/26/2021,Deity,TRUE,,,,TRUE,
4/26/2021,Matrix,TRUE,,,,,matrix's daughter doesn't like us :'(
4/26/2021,salathyne,TRUE,,,,TRUE,
4/26/2021,North Star,TRUE,,,,TRUE,
4/26/2021,Rich,TRUE,,,,TRUE,
4/26/2021,Ivory,,,,,TRUE,
4/26/2021,Connwaer,TRUE,,,,TRUE,
4/26/2021,Rokugan,TRUE,,,,TRUE,
4/26/2021,Timelaps,,,,,TRUE,
4/26/2021,L84RCALL,TRUE,,,,,
4/26/2021,Chrysa,TRUE,,,,TRUE,
4/26/2021,Robert1307,,,,,,
4/26/2021,sxmcs,TRUE,,,,TRUE,
4/26/2021,Zalyx,TRUE,,,,TRUE,
4/26/2021,Gandolf,,TRUE,TRUE,,,afternoon and evening raids
4/26/2021,crazydwerg,,,TRUE,,,
4/26/2021,ZenReaper,,,,,,
4/26/2021,SwordLogic,TRUE,,,,TRUE,
4/26/2021,Dragaton9,TRUE,,,,TRUE,
4/26/2021,da hoff,TRUE,,,,,
4/26/2021,Kaen,TRUE,,,,TRUE,
4/26/2021,Azule,TRUE,,,,TRUE,
4/26/2021,Ye Xiu,TRUE,,,,TRUE,
4/26/2021,Ric,TRUE,TRUE,,,,evening raid
4/26/2021,Cloud,TRUE,,,,,
4/26/2021,Cloud,TRUE,,,,TRUE,
4/26/2021,zebar,,,TRUE,,,
4/26/2021,Cat,TRUE,,,,,
4/26/2021,Ceadus,TRUE,,,,,
4/26/2021,Aria,TRUE,,,,TRUE,
4/26/2021,Tkm,TRUE,,,,TRUE,
4/26/2021,Gabriel,,,,,,
4/26/2021,Theodin,TRUE,,,TRUE,TRUE,
4/26/2021,Dorn,,,TRUE,,,
4/26/2021,Yea5h2,,,TRUE,,,
4/26/2021,Josh,TRUE,,,,,
4/26/2021,Josiah,,,,,,
4/26/2021,Doug,TRUE,,,,TRUE,
4/26/2021,Satanael,,,,,TRUE,
4/26/2021,Medix,,,,,,
4/26/2021,Xerox,,TRUE,,,,afternoon SS claim
4/26/2021,Kira,,,,,,
4/26/2021,AltF4Ninja,,,,,,
4/26/2021,Swanagan,,,,TRUE,TRUE,
