date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/13/2021,kevinlegend,TRUE,,,TRUE,,
4/13/2021,Deity,TRUE,,,TRUE,,
4/13/2021,Matrix,TRUE,,,TRUE,,
4/13/2021,salathyne,TRUE,,,TRUE,,
4/13/2021,North Star,TRUE,,,TRUE,,
4/13/2021,Rich,TRUE,,,TRUE,,
4/13/2021,Ivory,,,TRUE,,,
4/13/2021,Connwaer,TRUE,,,TRUE,,
4/13/2021,Cesar,,,TRUE,,,
4/13/2021,Rokugan,TRUE,,,TRUE,,
4/13/2021,Kalem,,,,,,
4/13/2021,Timelaps,TRUE,TRUE,,TRUE,,afternoon raid
4/13/2021,Revanent,TRUE,,,,,
4/13/2021,L84RCALL,TRUE,TRUE,,TRUE,,summons
4/13/2021,Chrysa,,,,,,
4/13/2021,Robert1307,,,,,,
4/13/2021,sxmcs,,,,,,
4/13/2021,Zalyx,TRUE,,,TRUE,,
4/13/2021,Gandolf,TRUE,TRUE,,,,afternoon raid
4/13/2021,VSarig2002,,TRUE,,,,afternoon raid
4/13/2021,crazydwerg,,,TRUE,,,
4/13/2021,ZenReaper,TRUE,,,TRUE,,
4/13/2021,SwordLogic,TRUE,,TRUE,TRUE,,
4/13/2021,Dragaton9,,,,TRUE,,
4/13/2021,da hoff,TRUE,,TRUE,,,
4/13/2021,Kaen,,,TRUE,TRUE,,
4/13/2021,Azule,,,,,,
4/13/2021,Ye Xiu,TRUE,,,,,claimed right at end of war
4/13/2021,Ric,TRUE,,,TRUE,,
4/13/2021,Cloud,TRUE,,,TRUE,,
4/13/2021,Cloud,,,,,,
4/13/2021,zebar,,,TRUE,,,
4/13/2021,Cat,TRUE,,,TRUE,,
4/13/2021,Ceadus,TRUE,,,TRUE,,
4/13/2021,Aria,,,,TRUE,,
4/13/2021,Tkm,TRUE,,TRUE,,,
4/13/2021,Gabriel,,,TRUE,,,
4/13/2021,Theodin,,,TRUE,,,
4/13/2021,Dorn,TRUE,,,TRUE,,
4/13/2021,Logan,,,,,,
4/13/2021,Euphoria,,,TRUE,,,
4/13/2021,Yea5h2,,,,,,
4/13/2021,Josh,,,TRUE,,,
4/13/2021,Josiah,,,,,,
4/13/2021,Doug,TRUE,,,,,
4/13/2021,Satanael,TRUE,,,,,
4/13/2021,SHLIB,,,,,,
4/13/2021,J,,,TRUE,,,
