date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
4/20/2021,kevinlegend,TRUE,,,TRUE,,
4/20/2021,Deity,TRUE,,,TRUE,TRUE,
4/20/2021,Matrix,,,,TRUE,TRUE,
4/20/2021,salathyne,TRUE,,,TRUE,TRUE,
4/20/2021,North Star,TRUE,,,TRUE,TRUE,
4/20/2021,Rich,TRUE,,,TRUE,TRUE,
4/20/2021,Ivory,,,,TRUE,,
4/20/2021,Connwaer,TRUE,,,TRUE,TRUE,
4/20/2021,Cesar,,,,,,
4/20/2021,Rokugan,TRUE,,TRUE,,,
4/20/2021,Timelaps,TRUE,,,TRUE,TRUE,
4/20/2021,L84RCALL,TRUE,,TRUE,TRUE,,
4/20/2021,Chrysa,,,,,,
4/20/2021,Robert1307,,,,,,
4/20/2021,sxmcs,TRUE,,,TRUE,TRUE,
4/20/2021,Zalyx,TRUE,,,TRUE,TRUE,
4/20/2021,Gandolf,,TRUE,TRUE,,,
4/20/2021,crazydwerg,,,TRUE,,,
4/20/2021,ZenReaper,,,TRUE,,,still only placing top 3-4 platoons
4/20/2021,SwordLogic,TRUE,,,TRUE,,
4/20/2021,Dragaton9,TRUE,TRUE,,TRUE,TRUE,
4/20/2021,da hoff,TRUE,,,,,
4/20/2021,Kaen,TRUE,TRUE,,TRUE,TRUE,
4/20/2021,Azule,TRUE,TRUE,,TRUE,TRUE,
4/20/2021,Ye Xiu,,,TRUE,,,
4/20/2021,Ric,TRUE,,TRUE,TRUE,TRUE,take back Golonge
4/20/2021,Cloud,TRUE,,TRUE,,,
4/20/2021,Cloud,,,,,,
4/20/2021,zebar,,,TRUE,,,
4/20/2021,Cat,TRUE,TRUE,,TRUE,TRUE,
4/20/2021,Ceadus,TRUE,,,TRUE,,
4/20/2021,Aria,,,,TRUE,,
4/20/2021,Tkm,TRUE,,TRUE,TRUE,,
4/20/2021,Gabriel,TRUE,,,,,
4/20/2021,Theodin,,,TRUE,,,
4/20/2021,Dorn,TRUE,,,TRUE,,placed a 9M in Lumains
4/20/2021,Logan,TRUE,,TRUE,TRUE,TRUE,placed 1 of his platoons in Lumains
4/20/2021,Euphoria,,,,,,
4/20/2021,Yea5h2,,,TRUE,,,
4/20/2021,Josh,,,,,,
4/20/2021,Josiah,,,,,,
4/20/2021,Doug,TRUE,,,TRUE,,placed his stuff in the correct place this time :)
4/20/2021,Satanael,,,,,,
4/20/2021,Medix,,,,,,
4/20/2021,Xerox,,,TRUE,,,placed most D in Lumains despite notice for Terrane
4/20/2021,Kira,,,TRUE,,,
4/20/2021,Leaflion,,,TRUE,,,placed D in Lumains despite notice for Terrane
