date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
6/7/2021,kevinlegend,,,,,,
6/7/2021,Deity,TRUE,,,,,
6/7/2021,Matrix,TRUE,,,TRUE,TRUE,did the honors of grabbing Dahlia
6/7/2021,salathyne,TRUE,,,TRUE,,
6/7/2021,North Star,TRUE,,,TRUE,,
6/7/2021,Rich,,,,TRUE,,
6/7/2021,Ivory,TRUE,,,TRUE,,
6/7/2021,Connwaer,TRUE,,,TRUE,,
6/7/2021,Rokugan,TRUE,,,,,
6/7/2021,Timelaps,TRUE,,,TRUE,,
6/7/2021,L84RCALL,,,,,,
6/7/2021,Chrysa,TRUE,,,TRUE,,
6/7/2021,Zalyx,,,,,,
6/7/2021,Gandolf,TRUE,TRUE,,,,afternoon raid
6/7/2021,crazydwerg,,,,,,
6/7/2021,ZenReaper,,,,,,
6/7/2021,SwordLogic,TRUE,,,,,
6/7/2021,Dragaton9,TRUE,,,TRUE,,
6/7/2021,da hoff,TRUE,,,,,
6/7/2021,Kaen,,TRUE,,,,evening raid
6/7/2021,Azule,TRUE,,,,,
6/7/2021,Ye Xiu,,,,,,
6/7/2021,Ric,,,,,,
6/7/2021,Cloud,TRUE,,,,,
6/7/2021,zebar,TRUE,,,TRUE,,
6/7/2021,Cat,TRUE,,,,,
6/7/2021,Ceadus,TRUE,,,,,
6/7/2021,Aria,TRUE,,,TRUE,,
6/7/2021,Tkm,TRUE,,,,,
6/7/2021,Gabriel,,,,,,
6/7/2021,Theodin,,TRUE,,,,evening raid
6/7/2021,Dorn,TRUE,,,TRUE,,
6/7/2021,Doug,TRUE,,,TRUE,,
6/7/2021,Satanael,TRUE,,,,,
6/7/2021,Manchurian,TRUE,TRUE,,,,summons
6/7/2021,Andrés,TRUE,,,,,
6/7/2021,Dead,TRUE,,,TRUE,,
6/7/2021,bumbm92,TRUE,,,,,
6/7/2021,Livedlime,TRUE,TRUE,,,,evening raid; summon
6/7/2021,Elliot,,,,,,
6/7/2021,Dionzzz,,,,,,
6/7/2021,mcpooper,,,,,,
6/7/2021,LttheSHD,,,,,,
6/7/2021,Max,TRUE,,,TRUE,,
