date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
5/9/2021,kevinlegend,,,,TRUE,,
5/9/2021,Deity,,,,TRUE,,
5/9/2021,Matrix,TRUE,,,TRUE,,
5/9/2021,salathyne,TRUE,,,TRUE,,
5/9/2021,North Star,TRUE,,,TRUE,,
5/9/2021,Rich,TRUE,,,TRUE,,
5/9/2021,Ivory,TRUE,,,TRUE,,
5/9/2021,Connwaer,TRUE,,,TRUE,,
5/9/2021,Rokugan,TRUE,,TRUE,,,
5/9/2021,Timelaps,,,,TRUE,,
5/9/2021,L84RCALL,TRUE,,,TRUE,,
5/9/2021,Chrysa,TRUE,TRUE,,TRUE,,evening raid
5/9/2021,Robert1307,TRUE,TRUE,,TRUE,,afternoon SS claim; added some to Ostra
5/9/2021,sxmcs,TRUE,,,TRUE,,
5/9/2021,Zalyx,TRUE,,,TRUE,,added one to Ostra
5/9/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon & evening raids; placed in Ostra while Ceva was full
5/9/2021,crazydwerg,,,,,,
5/9/2021,ZenReaper,,,TRUE,,,
5/9/2021,SwordLogic,TRUE,TRUE,,TRUE,,afternoon raid
5/9/2021,Dragaton9,TRUE,,,TRUE,,
5/9/2021,da hoff,TRUE,,,TRUE,,
5/9/2021,Kaen,,,,TRUE,,
5/9/2021,Azule,TRUE,TRUE,,TRUE,,baby whale summons 人◕ ‿‿ ◕人
5/9/2021,Ye Xiu,,,TRUE,,,
5/9/2021,Ric,,,,,,
5/9/2021,Cloud,TRUE,,TRUE,,,
5/9/2021,Cloud,TRUE,,,,,
5/9/2021,zebar,,,TRUE,,,
5/9/2021,Cat,TRUE,,TRUE,TRUE,,
5/9/2021,Ceadus,TRUE,,,TRUE,,
5/9/2021,Aria,TRUE,,,TRUE,,
5/9/2021,Tkm,TRUE,,TRUE,,,
5/9/2021,Gabriel,,,,TRUE,,
5/9/2021,Theodin,,,,,,
5/9/2021,Dorn,TRUE,,,TRUE,,
5/9/2021,Yea5h2,TRUE,,TRUE,,,
5/9/2021,Josh,,,,,,
5/9/2021,Doug,TRUE,,,TRUE,,
5/9/2021,Satanael,,,,,,
5/9/2021,Medix,,,,,,
5/9/2021,Kira,,,TRUE,,,"added some to Ostra, which actually worked out, got hit by ND"
5/9/2021,john,,,,,,
5/9/2021,Manchurian,TRUE,TRUE,TRUE,TRUE,,afternoon raid; added two to Ostra
5/9/2021,Suprize,,,,,,
5/9/2021,Arturo,,,TRUE,TRUE,,
5/9/2021,Andrés,TRUE,,TRUE,,,
5/9/2021,Dead,,TRUE,TRUE,,,summon
5/9/2021,bumbm92,TRUE,,,TRUE,,
5/9/2021,Livedlime,TRUE,TRUE,TRUE,TRUE,,afternoon and evening raids
5/9/2021,John,,,,,,
