date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
5/4/2021,kevinlegend,TRUE,TRUE,,TRUE,,
5/4/2021,Deity,TRUE,,,TRUE,,
5/4/2021,Matrix,TRUE,,,TRUE,,
5/4/2021,salathyne,TRUE,,TRUE,TRUE,,
5/4/2021,North Star,TRUE,,TRUE,TRUE,,
5/4/2021,Rich,,,,TRUE,,
5/4/2021,Ivory,TRUE,,TRUE,TRUE,,
5/4/2021,Connwaer,TRUE,,,,,
5/4/2021,Rokugan,TRUE,,TRUE,TRUE,,
5/4/2021,Timelaps,TRUE,,,TRUE,,
5/4/2021,L84RCALL,TRUE,,,TRUE,,
5/4/2021,Chrysa,TRUE,,,TRUE,,
5/4/2021,Robert1307,,TRUE,,,,evening raid
5/4/2021,sxmcs,TRUE,,,TRUE,,
5/4/2021,Zalyx,TRUE,,,TRUE,,
5/4/2021,Gandolf,TRUE,TRUE,,,,afternoon raid
5/4/2021,crazydwerg,,,TRUE,,,
5/4/2021,ZenReaper,,,TRUE,,,
5/4/2021,SwordLogic,TRUE,,TRUE,,,
5/4/2021,Dragaton9,TRUE,,,TRUE,,
5/4/2021,da hoff,TRUE,,TRUE,TRUE,,
5/4/2021,Kaen,TRUE,,TRUE,,,
5/4/2021,Azule,TRUE,TRUE,,TRUE,,baby whale summons 人◕ ‿‿ ◕人
5/4/2021,Ye Xiu,TRUE,,TRUE,,,
5/4/2021,Ric,TRUE,TRUE,,TRUE,,evening raid
5/4/2021,Cloud,TRUE,,TRUE,,,
5/4/2021,Cloud,,,,,,
5/4/2021,zebar,TRUE,,TRUE,,TRUE,"attacked Fuego at Atris, weak unit though"
5/4/2021,Cat,TRUE,,,TRUE,TRUE,did the honors of grabbing Ostra
5/4/2021,Ceadus,TRUE,,,TRUE,,
5/4/2021,Aria,TRUE,,,TRUE,,
5/4/2021,Tkm,TRUE,,TRUE,,,
5/4/2021,Gabriel,,,TRUE,,,
5/4/2021,Theodin,TRUE,,TRUE,,,
5/4/2021,Dorn,TRUE,,,TRUE,,
5/4/2021,Yea5h2,,,,,,
5/4/2021,Josh,,,,,,
5/4/2021,Doug,TRUE,,,TRUE,,
5/4/2021,Satanael,TRUE,,,TRUE,,
5/4/2021,Medix,,,,,,
5/4/2021,Xerox,,TRUE,,,,summon
5/4/2021,Kira,,,TRUE,,,
5/4/2021,Swanagan,,,,TRUE,TRUE,"attacked Fuego at Atris, repeat offender"
5/4/2021,john,,,,,,
5/4/2021,Manchurian,,,TRUE,,TRUE,"attacked Fuego at Atris, one 9M"
5/4/2021,Suprize,,,,,,
5/4/2021,Arturo,,,,,,
5/4/2021,Andrés,TRUE,,TRUE,,,
5/4/2021,Dead,,,,,,new
